Number Of Vehicles Stopped - Horizontal,Total Waiting Time - Horizontal,Carbon Emissions Released - Horizontal,Number of Vehicles Predicted at Traffic Light - Horizontal,Number of Cars - Horizontal,Number of Buses - Horizontal,Number of Trucks - Horizontal,Number of Motorcycles - Horizontal,Number of Bicycles - Horizontal,Number Of Vehicles Stopped - Vertical,Total Waiting Time - Vertical,Carbon Emissions Released - Vertical,Number of Vehicles Predicted at Traffic Light - Vertical,Number of Cars - Vertical,Number of Buses - Vertical,Number of Trucks - Vertical,Number of Motorcycles - Vertical,Number of Bicycles - Vertical,Time Since Signal Change
1.7125,20.988125,16166.217014239275,1.30375,2.445625,0.840625,1.071875,0.326875,0.249375,1.471875,21.32875,12878.078212310025,1.250625,2.16125,0.518125,0.875625,0.245,0.259375,29.100625
3.1282519040167407,43.783899753881116,16337.925792933771,1.929394345147443,2.2804152128152615,1.0348400446802377,1.2380092492337214,0.5592165826998329,0.46078173711181836,2.894511246561809,47.41011756964413,13751.87761538451,1.8678175964165844,2.362993498493214,0.746672575051447,1.2529513313669587,0.542133464133218,0.5241863613863057,26.74284927043701
